Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
-8606063418076691067,"Kotlin in Production - What works, Whats broken",Combining Spring Boot and JDBI,Standing on the Shoulders of Giants - Built to Adapt,Kotlin no Backend (Parte 2) :: Concrete Solutions,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,How Kotlin became our primary language for Android - UPTech Team
-8591127493017117985,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,How Mobile Health Apps and Wearables Could Actually Make People Sicker,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,Kickstarter 3D printer will print circuit boards as part of your designs
-8587352636561360574,Sons de animais na busca do Google | Google Discovery,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Graph-powered Machine Learning at Google,Google's Cloud Machine Learning service is now in public beta,The emerging Darwinian approach to analytics and augmented intelligence,Building a high-throughput data science machine
-8582642829303844420,Apple Has Created 'Detailed Mockups' of iMessage for Android,How Apple Keyboards Lost a Logo and Windows PCs Gained One,71 erros de vocabulário e pronúncia em inglês que você faz,How to send better push notifications - the complete guide to push notifications - Growth Bug - App World,Dicas para aumentar produtividade: 14 dicas incríveis.,The 200 billion dollar chatbot disruption
-8529522981244750831,How Technology Hijacks People's Minds - from a Magician and Google's Design Ethicist - The Startup,LOGOBR School | Behance Reviews Campinas 2016,A identidade visual de Budapeste para as Olimpíadas de 2024,Motion with Meaning: Semantic Animation in Interface Design,Prototyping across borders - From Tulsa to Brazil - +Acumen,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet
-8526359231369823784,"Automatic lays off 28% of its workforce, aims for profitability in 2017",Don Tapscott: How the blockchain is changing money and business,Dasa multiplica lucro em 6 vezes no terceiro trimestre,Soylent's new drink will replace your breakfast and morning coffee,Introducing New Relic Infrastructure,Where accountability really matters
-8518096793350810174,"Microsoft adquire LinkedIn por US$ 26,2 bilhões",Accept questions from your audience when presenting in Google Slides,Staying one step ahead at Pixar: An interview with Ed Catmull,"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy",Inception (2010),Google Unveiled A Partnership With Levi's To Create Smart Clothing
-8512461968928613053,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,It's Time to Unlearn Everything You Know About Java Exceptions | Takipi Blog,The Business Case for Progressive Web Apps,Prototypal Object-Oriented Programming using JavaScript,Plano de Evolução - nível de qualidade equipe Java -,The Joel Test: 12 Steps to Better Code
-8511291357261863413,Dark Scrum,Post: Just Say mNo to Hungarian Notation,Readable Content Guides,So long MVP. Hello Minimum Loveable Product.,Sam Newman - Backends For Frontends,Revolutionize business communication with Kast
-8510490754427841940,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months,Conversational Banking; from branches to bots. - Chatbots Magazine,"Chatbots Are Your Newest, Dumbest Co-Workers",How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,Ozlo The AI Chatbot Wants To Help You Find Coffee And Food,Are Chatbots Really The Future Of Web Design?
-8508606815368130888,Revista PROGRAMAR nº 53 - Agosto de 2016,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Asus ready to take bite of 'Pi' market with Tinker micro PC,Aplicação de visão computacional com OpenCV,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"STEMTera, uma protoboard com Arduino Uno embutido"
-8497895589300643949,Where accountability really matters,"Automatic lays off 28% of its workforce, aims for profitability in 2017",Startups apostam em aplicativos que conectam fretes e caminhoneiros,Conselho da SABMiller aceita proposta de compra da AB InBev,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets
-8480712303720557641,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,Introducing Cloud Spanner: a global database service for mission-critical applications,Introducing Google Cloud Shell's new code editor,Para inovar é preciso mais do que boas ideias - Startupi,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Google cloud boss Diane Greene: We're winning against AWS and Microsoft
-8467102776052559275,Creating Your Code Review Checklist - DaedTech,On DRY and the cost of wrongful abstractions,The Importance of Code Reviews,Optimizing the Performance of Vector Drawables - upday devs,Aurelia 1.0 is Here!!!,Angular 2 versus React: There Will Be Blood - Free Code Camp
-8427763028519233712,The gig economy as a driver of innovation,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,3 Pillars of the Most Successful Tech Products,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,Segment helps businesses integrate third-party sources into their data pipelines,How to approach machine learning as a non-technical person
-8412113620940365599,The best-and worst-places to be a working woman,Inception (2010),Google employees are adding 'Lady' to their job titles to fight sexism,"""We only hire the best"" - Signal v. Noise",Shutter Island (2010),Accept questions from your audience when presenting in Google Slides
-8404657131309965885,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more",8 things to expect from Google's biggest event of the year,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,Como a Microsoft está trabalhando com o conceito de IoT - Startupi
-8392586470872505716,Why Introverts Are Better at Sales Than Extroverts,You can now use MyCokeRewards with Apple Pay (and score a free Coke),You won't recognize the new world of digital payments without this report,Unilever: The biggest digital start-up in the world?,"contentId
-4975645025178552956    Sem Parar vs Conectcar - DanBP.org
-4975645025178552956                Sem Parar vs Conectcar
Name: title, dtype: object","Razorfish, US digital revenues, drag down Publicis"
-8381230866408697127,Inteligência artificial da IBM criou 'trailer perfeito' para filme,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,Burger King aceita pedidos via mensagens no Facebook - Startupi,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Put a ring on it: three smart rings with plenty of beauty and brains,"STEMTera, uma protoboard com Arduino Uno embutido"
-8377626164558006982,Bad Writing Is Destroying Your Company's Productivity,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Building a high-throughput data science machine,Graph-powered Machine Learning at Google,The AI business landscape,Imagine Discovering That Your Teaching Assistant Really Is a Robot
-8370744479086515302,Mobile banking conquista o coração dos brasileiros,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Blockchain Will Be Used By 15% of Big Banks By 2017,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Say goodbye to traditional customer segmentation "" Banking Technology",Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão
-8369610219380465981,Nintendo has doubled in value since Pokémon Go's release,Unilever Buys Dollar Shave Club for $1 Billion,Do you want Crappy Agile?,How enterprise architects can help ensure success with digital transformations,Don't Waste Your Time on Networking Events,How to choose algorithms for Microsoft Azure Machine Learning
-8349788035147634450,How Mature is Your Organization when it Comes to UX?,Críticas de design: dizendo as coisas que precisam ser ditas,#FinTech is all about human-centred design - Chris Skinner's blog,Campus São Paulo: conheça a primeira turma do Programa de Residentes,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,35 Innovative and Inspirational Website Designs in Banking
-8340365043226490059,big data = real time,10 principles of business transformation,The future is the trust economy,The omnichannel customer experience is poised to take off in regulated industries,"diagramas para entender, criar, inovar e empreender: 3",B2B Ecommerce Growing; Becoming More Like B2C
-8314629309720421219,Hacked Website Report - 2016/Q3,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,6 New Tech Gadgets That Will Simplify Your Life in 2017,Vídeos de testes unitários em sistemas embarcados - Embarcados,3M e o perfil intraempreendedor | Endeavor Brasil,Veja como funciona o assistente da Adobe que faz edições com comandos de voz
-8312968399134741370,How AWS came to be,NOW NEW NEXT: How growth champions create new value,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Pimp My Pitch: como fazer um Pitch poderoso,The return of the machinery question,Coca-Cola reportedly closes Founders startup incubator
-8287402887944984163,Containers are not VMs,"Open Source Won. So, Now What?",Cloud Identity and Access Management - Google IAM,Dries Buytaert: Advancing Drupal's web services,Introducing Style Detection for Google Cloud Vision API,"There will be a Drupal 9, and here is why"
-8282357075607822317,Cross-channel user experiences with Drupal (awesome video demo!),Introducing Google Container Engine (GKE) node pools,"Big data, big differentiators: this week on Google Cloud Platform",GE Digital snags ServiceMax for $915 million,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up","Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com"
-8279505492976427918,"Bots, Messenger and the future of customer service","Google I/O: Expect A.I., virtual reality",What SWAG will Google I/O 2016 attendees take home?,Designing smart notifications,Up your app's sharing game with DirectShare - Google Developers,Gmail API: New endpoints for settings
-8278633353687754322,3Dprintler lets you order a 3D print via chatbot,"LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle",Conversational Banking; from branches to bots. - Chatbots Magazine,Chatbots for work: Troops raises $2.6M to help you use Salesforce,"Chatbots Are Your Newest, Dumbest Co-Workers",Auka brings Google Cloud-powered banking to Europe
